income,credit_score,debt_to_income,age,existing_loans,employment,home_ownership,purpose,region,approved
60395.02,661.0,0.28,47.0,1,part_time,own,debt_consolidation,NA,1
51640.54,612.0,0.285,43.0,2,self_employed,mortgage,medical,APAC,1
81638.44,667.0,0.363,42.0,0,part_time,mortgage,auto,NA,1
65623.01,714.0,0.184,22.0,0,unemployed,rent,home_improvement,EU,1
59909.68,678.0,0.359,37.0,0,full_time,mortgage,business,NA,1
63088.73,591.0,0.16,26.0,0,full_time,rent,home_improvement,APAC,1
69016.2,759.0,0.312,38.0,0,full_time,other,vacation,LATAM,1
76102.66,498.0,0.18,18.0,0,part_time,own,vacation,NA,1
47005.18,659.0,0.186,23.0,1,full_time,mortgage,debt_consolidation,NA,1
46251.42,647.0,0.517,50.0,1,self_employed,mortgage,vacation,EU,1
84884.23,700.0,0.327,42.0,0,part_time,rent,business,NA,1
57577.94,729.0,0.345,34.0,0,self_employed,mortgage,business,NA,1
39496.84,769.0,0.079,29.0,0,full_time,own,education,NA,1
72988.63,640.0,0.248,27.0,0,part_time,own,auto,NA,1
73340.66,731.0,0.375,40.0,2,full_time,rent,education,APAC,1
37447.13,704.0,0.343,35.0,0,full_time,own,business,NA,1
69130.67,570.0,0.062,53.0,0,self_employed,mortgage,auto,NA,1
78240.5,823.0,0.345,36.0,1,full_time,rent,auto,NA,1
71738.96,589.0,0.364,39.0,0,self_employed,own,business,NA,1
76375.67,719.0,0.474,24.0,3,part_time,rent,medical,EU,1
39723.16,717.0,0.241,34.0,0,part_time,rent,education,APAC,1
70958.72,709.0,0.051,40.0,0,full_time,mortgage,medical,APAC,1
59552.84,655.0,0.2,34.0,2,full_time,own,medical,NA,1
56309.78,748.0,0.188,33.0,1,full_time,own,debt_consolidation,NA,1
80670.0,581.0,0.408,41.0,1,part_time,other,medical,NA,1
91626.94,685.0,0.01,53.0,0,full_time,rent,education,EU,1
97298.66,651.0,0.266,39.0,0,unemployed,mortgage,home_improvement,APAC,1
88666.54,643.0,0.491,49.0,1,unemployed,rent,business,APAC,1
63024.78,720.0,0.321,44.0,0,full_time,own,debt_consolidation,APAC,1
71348.96,765.0,0.428,49.0,2,part_time,own,vacation,NA,1
78802.81,666.0,0.123,32.0,2,full_time,own,debt_consolidation,LATAM,1
67181.2,745.0,0.128,36.0,0,full_time,rent,home_improvement,LATAM,1
67353.76,693.0,0.492,36.0,0,full_time,mortgage,business,NA,1
79827.56,628.0,0.332,43.0,0,self_employed,rent,auto,NA,1
63932.91,672.0,0.332,46.0,0,self_employed,own,vacation,APAC,1
51872.84,669.0,0.186,39.0,1,full_time,rent,medical,NA,1
57539.48,641.0,0.332,47.0,0,full_time,rent,education,NA,1
76410.39,720.0,0.182,32.0,2,full_time,mortgage,home_improvement,NA,1
65053.88,706.0,0.462,47.0,1,full_time,own,home_improvement,EU,1
71123.78,579.0,0.647,48.0,0,full_time,rent,home_improvement,APAC,1
77061.43,574.0,0.378,45.0,0,self_employed,mortgage,business,APAC,1
58252.85,720.0,0.244,39.0,1,self_employed,own,home_improvement,LATAM,1
78612.47,633.0,0.016,45.0,1,full_time,rent,auto,NA,1
71819.17,711.0,0.118,29.0,1,self_employed,mortgage,home_improvement,APAC,1
42773.36,745.0,0.507,40.0,0,part_time,rent,medical,NA,1
90961.49,601.0,0.196,41.0,2,part_time,mortgage,education,EU,1
,591.0,0.275,25.0,1,self_employed,own,debt_consolidation,LATAM,1
35208.28,807.0,0.399,43.0,0,full_time,rent,vacation,APAC,1
46189.21,715.0,0.498,26.0,1,full_time,rent,debt_consolidation,EU,1
,661.0,0.296,34.0,0,full_time,mortgage,business,NA,1
65939.12,625.0,0.271,38.0,0,part_time,mortgage,auto,NA,1
60070.69,654.0,0.329,31.0,1,full_time,own,education,EU,1
58937.02,607.0,0.245,39.0,1,full_time,mortgage,auto,NA,1
76154.64,752.0,0.251,39.0,0,full_time,other,auto,NA,1
71117.76,636.0,0.369,30.0,0,full_time,own,medical,APAC,1
70688.86,767.0,0.342,44.0,0,full_time,mortgage,medical,NA,1
72376.91,662.0,0.576,30.0,0,full_time,own,medical,NA,1
76090.42,617.0,0.373,61.0,1,self_employed,mortgage,education,NA,1
27056.84,660.0,0.458,37.0,0,part_time,rent,home_improvement,NA,1
58440.11,506.0,0.191,26.0,0,full_time,mortgage,business,NA,1
25756.22,682.0,0.383,28.0,0,self_employed,own,home_improvement,NA,1
65649.08,678.0,0.233,49.0,1,self_employed,mortgage,education,EU,1
64916.61,748.0,0.367,34.0,1,full_time,own,vacation,NA,1
83819.58,558.0,0.403,24.0,1,,mortgage,medical,NA,1
86377.42,771.0,0.326,47.0,0,full_time,rent,business,APAC,1
68649.95,747.0,0.609,34.0,1,full_time,mortgage,home_improvement,NA,1
55993.5,778.0,0.491,45.0,0,part_time,mortgage,auto,EU,1
73732.9,686.0,0.461,47.0,1,full_time,mortgage,business,EU,1
55497.48,761.0,0.412,41.0,2,full_time,rent,education,EU,1
64974.93,587.0,0.532,62.0,0,full_time,own,business,NA,1
82750.45,740.0,0.148,21.0,1,full_time,mortgage,business,LATAM,1
54960.12,636.0,0.484,30.0,1,full_time,own,debt_consolidation,NA,1
79502.22,574.0,0.201,35.0,0,self_employed,own,auto,EU,1
77193.22,611.0,0.252,61.0,1,,own,vacation,EU,1
47813.75,690.0,0.387,56.0,2,full_time,rent,debt_consolidation,APAC,1
82530.09,632.0,0.468,51.0,0,self_employed,own,home_improvement,EU,1
77574.19,716.0,0.182,30.0,0,full_time,rent,education,NA,1
66834.67,563.0,0.258,31.0,0,part_time,mortgage,auto,NA,1
51278.18,541.0,0.332,30.0,0,full_time,rent,auto,APAC,0
49534.29,786.0,0.298,30.0,1,full_time,own,business,NA,1
55322.07,753.0,0.422,53.0,0,full_time,mortgage,auto,LATAM,1
74766.7,617.0,0.732,36.0,1,full_time,rent,medical,APAC,1
47798.75,690.0,0.37,37.0,1,part_time,mortgage,education,NA,1
72875.22,761.0,0.232,46.0,0,part_time,mortgage,auto,NA,1
42648.4,719.0,0.164,21.0,2,full_time,rent,vacation,LATAM,1
61326.77,700.0,0.281,39.0,0,full_time,rent,home_improvement,NA,1
66973.66,767.0,0.207,27.0,0,self_employed,rent,medical,NA,1
109012.34,639.0,0.376,35.0,1,full_time,own,auto,NA,1
40208.32,692.0,0.374,32.0,1,full_time,rent,medical,NA,1
91496.26,689.0,0.264,32.0,0,part_time,rent,home_improvement,NA,1
67697.16,671.0,0.558,40.0,0,full_time,rent,vacation,APAC,1
72401.09,663.0,0.232,40.0,1,unemployed,mortgage,education,EU,1
,695.0,0.306,36.0,1,full_time,rent,auto,NA,1
73005.08,692.0,0.397,42.0,1,self_employed,rent,auto,EU,1
62233.67,617.0,0.427,29.0,2,full_time,own,education,NA,1
91172.9,746.0,0.473,45.0,0,full_time,own,education,EU,1
56783.52,622.0,0.371,36.0,1,full_time,own,debt_consolidation,NA,1
85380.22,675.0,0.446,33.0,1,unemployed,own,medical,LATAM,1
53401.39,669.0,0.24,30.0,0,full_time,rent,business,APAC,1
63915.47,715.0,0.43,36.0,2,full_time,mortgage,business,APAC,1
45704.67,542.0,0.429,57.0,0,unemployed,mortgage,business,EU,1
73190.43,752.0,0.502,37.0,0,full_time,rent,vacation,EU,1
91012.27,643.0,0.12,27.0,1,full_time,rent,home_improvement,NA,1
,775.0,0.211,47.0,1,full_time,mortgage,auto,APAC,1
61456.06,657.0,0.419,33.0,0,self_employed,mortgage,auto,LATAM,1
44936.89,687.0,0.01,41.0,0,full_time,mortgage,auto,LATAM,1
60872.73,824.0,0.379,32.0,0,full_time,mortgage,debt_consolidation,EU,1
36329.7,671.0,0.447,51.0,0,unemployed,mortgage,auto,EU,1
48568.2,777.0,0.251,32.0,0,part_time,own,vacation,NA,1
69082.15,693.0,0.268,52.0,1,full_time,rent,debt_consolidation,NA,1
88742.24,719.0,0.191,28.0,0,part_time,mortgage,home_improvement,APAC,1
115565.8,695.0,0.257,35.0,1,full_time,own,education,LATAM,1
54441.47,749.0,0.261,52.0,0,full_time,rent,education,APAC,1
90835.4,642.0,0.238,40.0,2,full_time,mortgage,auto,APAC,1
69387.54,621.0,0.231,61.0,0,part_time,mortgage,vacation,NA,1
62277.54,645.0,0.287,35.0,1,part_time,own,medical,APAC,1
72786.7,697.0,0.286,41.0,1,,own,business,EU,1
66114.5,675.0,0.545,57.0,0,full_time,mortgage,vacation,EU,1
66987.12,740.0,0.273,23.0,1,full_time,mortgage,vacation,NA,1
57650.0,781.0,0.361,22.0,1,part_time,own,home_improvement,EU,1
39834.03,622.0,0.251,30.0,1,self_employed,rent,business,NA,1
37214.75,639.0,0.249,46.0,0,self_employed,rent,auto,APAC,1
76758.41,589.0,0.115,22.0,0,unemployed,mortgage,debt_consolidation,LATAM,1
60019.4,832.0,0.131,44.0,1,self_employed,rent,business,APAC,1
54270.4,711.0,0.175,43.0,0,unemployed,mortgage,medical,NA,1
65153.1,724.0,0.342,58.0,1,part_time,own,business,NA,1
79308.78,596.0,0.449,48.0,2,full_time,mortgage,business,EU,1
68246.55,690.0,0.106,42.0,0,part_time,mortgage,auto,APAC,1
53191.01,726.0,0.254,52.0,0,full_time,mortgage,medical,NA,1
87073.27,672.0,0.156,43.0,1,full_time,other,medical,EU,1
93425.34,765.0,0.288,33.0,1,full_time,mortgage,home_improvement,APAC,1
73902.02,850.0,0.449,27.0,1,full_time,own,home_improvement,NA,1
82525.94,624.0,0.266,32.0,0,part_time,own,education,APAC,1
87355.28,618.0,0.314,38.0,1,full_time,rent,medical,APAC,1
85341.79,629.0,0.495,40.0,0,full_time,own,business,APAC,1
76053.79,802.0,0.375,18.0,0,self_employed,rent,business,LATAM,1
75770.25,763.0,0.229,36.0,0,part_time,own,vacation,APAC,1
74353.89,681.0,0.339,38.0,1,full_time,rent,home_improvement,EU,1
45247.92,693.0,0.221,43.0,1,full_time,mortgage,debt_consolidation,NA,1
77613.02,633.0,0.37,54.0,2,full_time,own,home_improvement,NA,1
40595.35,752.0,0.382,40.0,1,self_employed,own,vacation,NA,1
50697.21,663.0,0.156,29.0,0,full_time,own,medical,EU,1
88464.17,672.0,0.341,20.0,1,unemployed,own,education,NA,1
80123.96,733.0,0.306,45.0,2,full_time,own,medical,NA,1
91773.17,677.0,0.385,29.0,1,self_employed,mortgage,debt_consolidation,APAC,1
60109.86,674.0,0.42,47.0,1,full_time,mortgage,vacation,NA,1
44259.52,691.0,0.377,52.0,1,full_time,mortgage,medical,NA,1
60672.13,746.0,0.284,23.0,3,full_time,rent,education,EU,1
66836.56,805.0,0.432,44.0,1,full_time,rent,medical,NA,1
66421.8,731.0,0.215,51.0,1,unemployed,other,business,EU,1
85406.25,746.0,0.162,48.0,2,part_time,mortgage,debt_consolidation,NA,1
58497.13,676.0,0.063,18.0,1,full_time,mortgage,business,APAC,1
71336.62,640.0,0.312,29.0,0,part_time,other,business,EU,1
47204.71,736.0,0.221,25.0,1,full_time,rent,medical,EU,1
73105.71,702.0,0.368,43.0,0,self_employed,rent,auto,NA,1
,590.0,0.083,42.0,2,full_time,rent,home_improvement,APAC,1
51503.36,667.0,0.242,18.0,1,full_time,rent,auto,NA,1
60755.07,684.0,0.376,35.0,0,full_time,rent,home_improvement,EU,1
61684.84,654.0,0.196,46.0,0,full_time,mortgage,home_improvement,NA,1
60137.21,794.0,0.369,39.0,0,self_employed,own,education,NA,1
96884.14,724.0,0.253,39.0,4,full_time,other,vacation,NA,1
63227.97,786.0,0.316,34.0,1,full_time,rent,auto,NA,1
60609.87,708.0,0.391,27.0,1,self_employed,own,home_improvement,NA,1
27245.88,696.0,0.434,38.0,0,full_time,own,auto,NA,1
48904.27,624.0,0.331,39.0,0,full_time,rent,auto,APAC,1
60264.68,691.0,0.222,44.0,0,part_time,mortgage,auto,EU,1
52654.65,691.0,0.265,45.0,1,full_time,rent,medical,EU,1
89870.74,594.0,0.396,39.0,1,self_employed,own,vacation,NA,1
62031.12,652.0,0.197,49.0,0,full_time,own,business,NA,1
88192.0,667.0,0.299,34.0,1,full_time,rent,medical,LATAM,1
66110.68,719.0,0.274,24.0,0,full_time,other,home_improvement,NA,1
65670.1,722.0,0.308,43.0,2,full_time,mortgage,business,APAC,1
63401.66,649.0,0.199,39.0,1,full_time,own,medical,EU,1
65068.33,723.0,0.098,43.0,2,full_time,own,vacation,NA,1
95938.31,677.0,0.382,25.0,0,self_employed,own,debt_consolidation,APAC,1
23247.01,489.0,0.436,56.0,1,full_time,rent,medical,APAC,0
28972.18,656.0,0.105,45.0,1,self_employed,mortgage,education,APAC,1
55222.93,766.0,0.364,35.0,1,full_time,rent,education,EU,1
65261.5,572.0,0.45,29.0,1,self_employed,rent,auto,NA,1
77421.88,698.0,0.392,49.0,1,full_time,mortgage,education,EU,1
73515.57,801.0,0.27,27.0,0,,own,home_improvement,NA,1
58083.57,637.0,0.207,61.0,1,full_time,other,business,NA,1
83342.79,690.0,0.33,32.0,1,full_time,own,medical,EU,1
83543.52,599.0,0.35,55.0,1,full_time,rent,vacation,NA,1
,804.0,0.331,36.0,2,self_employed,mortgage,education,APAC,1
82327.84,684.0,0.298,54.0,0,self_employed,mortgage,business,LATAM,1
69907.61,693.0,0.19,31.0,2,part_time,mortgage,vacation,NA,1
,785.0,0.371,38.0,1,full_time,mortgage,education,NA,1
77560.7,736.0,0.377,46.0,1,part_time,rent,vacation,NA,1
66991.04,629.0,0.344,45.0,0,full_time,mortgage,business,NA,1
65024.12,645.0,0.333,49.0,2,part_time,mortgage,debt_consolidation,NA,1
91513.16,725.0,0.522,33.0,1,full_time,mortgage,education,LATAM,1
20884.3,646.0,0.245,39.0,0,self_employed,mortgage,auto,NA,1
39481.68,542.0,0.474,50.0,3,part_time,rent,debt_consolidation,NA,0
43632.73,686.0,0.232,31.0,0,full_time,rent,debt_consolidation,NA,1
58461.31,586.0,0.453,44.0,0,part_time,rent,debt_consolidation,NA,1
60417.05,803.0,0.468,36.0,0,full_time,other,debt_consolidation,APAC,1
37868.14,702.0,0.285,40.0,1,full_time,mortgage,auto,APAC,1
47267.16,627.0,0.519,39.0,1,full_time,own,education,NA,1
49504.85,641.0,0.376,30.0,0,full_time,own,home_improvement,NA,1
109233.63,558.0,0.215,35.0,0,full_time,rent,home_improvement,APAC,1
97431.36,613.0,0.275,39.0,1,part_time,mortgage,business,EU,1
57588.51,761.0,0.456,37.0,2,part_time,rent,vacation,EU,1
58455.5,846.0,0.431,54.0,1,full_time,mortgage,home_improvement,NA,1
44314.33,741.0,0.193,48.0,0,unemployed,own,education,EU,1
30653.65,684.0,0.303,41.0,0,self_employed,mortgage,vacation,NA,1
62896.16,660.0,0.344,30.0,2,full_time,mortgage,medical,NA,1
47038.66,623.0,0.259,30.0,2,full_time,mortgage,auto,EU,1
63472.69,834.0,0.603,58.0,1,self_employed,rent,business,NA,1
36196.29,677.0,0.348,28.0,1,full_time,rent,auto,EU,1
51284.46,838.0,0.313,39.0,1,full_time,mortgage,medical,APAC,1
67675.29,788.0,0.463,42.0,2,unemployed,rent,education,APAC,1
71591.77,568.0,0.276,35.0,0,self_employed,mortgage,education,EU,1
72514.5,643.0,0.441,28.0,3,self_employed,rent,home_improvement,NA,1
41231.2,643.0,0.12,30.0,0,self_employed,mortgage,vacation,APAC,1
80384.34,684.0,0.266,33.0,0,full_time,rent,auto,APAC,1
50596.19,686.0,0.446,31.0,1,part_time,mortgage,vacation,NA,1
76391.44,850.0,0.508,51.0,1,self_employed,own,auto,APAC,1
64808.5,615.0,0.227,38.0,0,full_time,rent,debt_consolidation,LATAM,1
,706.0,0.213,33.0,1,full_time,mortgage,education,EU,1
59308.44,733.0,0.388,39.0,1,full_time,rent,education,NA,1
71576.55,690.0,0.245,45.0,1,part_time,mortgage,home_improvement,EU,1
76033.38,698.0,0.288,35.0,2,part_time,own,debt_consolidation,NA,1
62462.22,617.0,0.425,47.0,1,self_employed,own,education,NA,1
92572.02,697.0,0.255,25.0,1,,rent,auto,NA,1
83135.19,726.0,0.084,50.0,0,part_time,mortgage,home_improvement,APAC,1
60380.23,713.0,0.164,38.0,1,full_time,mortgage,debt_consolidation,EU,1
78502.19,730.0,0.321,38.0,0,self_employed,own,auto,NA,1
99808.28,789.0,0.096,31.0,1,full_time,mortgage,auto,NA,1
100288.72,756.0,0.284,26.0,1,part_time,rent,auto,NA,1
42896.0,695.0,0.153,21.0,0,full_time,rent,business,NA,1
48322.4,608.0,0.517,30.0,0,full_time,mortgage,auto,NA,1
91728.54,648.0,0.58,44.0,0,full_time,mortgage,home_improvement,NA,1
45950.94,675.0,0.193,28.0,0,self_employed,mortgage,business,NA,1
41194.26,708.0,0.351,23.0,0,full_time,rent,education,NA,1
56248.51,657.0,0.205,29.0,0,self_employed,rent,education,APAC,1
72564.08,624.0,0.283,34.0,0,full_time,own,medical,EU,1
63156.86,607.0,0.536,35.0,0,full_time,rent,medical,APAC,0
53289.85,574.0,0.264,37.0,0,full_time,own,debt_consolidation,NA,1
52864.18,674.0,0.286,48.0,0,full_time,own,vacation,NA,1
52177.93,587.0,0.207,50.0,0,full_time,own,home_improvement,NA,1
49168.83,620.0,0.458,58.0,0,full_time,own,home_improvement,NA,1
106069.39,662.0,0.072,22.0,0,full_time,mortgage,education,NA,1
70355.2,596.0,0.267,29.0,0,part_time,own,vacation,APAC,1
80961.66,717.0,0.314,45.0,0,full_time,own,vacation,NA,1
56196.61,742.0,0.241,33.0,1,full_time,own,business,NA,1
61652.78,652.0,0.424,47.0,0,part_time,own,auto,NA,1
52156.03,659.0,0.464,40.0,1,full_time,mortgage,business,NA,1
17269.25,728.0,0.151,54.0,0,full_time,rent,home_improvement,EU,1
40195.83,640.0,0.571,48.0,4,full_time,mortgage,vacation,NA,0
32408.86,635.0,0.149,49.0,1,full_time,own,auto,NA,1
24503.89,774.0,0.475,34.0,2,full_time,mortgage,auto,APAC,1
43483.54,752.0,0.338,37.0,0,part_time,mortgage,education,NA,1
88849.2,732.0,0.26,35.0,1,full_time,own,education,NA,1
64200.15,755.0,0.271,23.0,1,self_employed,mortgage,debt_consolidation,EU,1
88230.15,552.0,0.316,53.0,1,part_time,mortgage,education,NA,1
72397.69,785.0,0.345,45.0,1,full_time,mortgage,business,APAC,1
79086.06,717.0,0.21,35.0,0,full_time,rent,medical,APAC,1
48783.85,761.0,0.292,51.0,0,full_time,mortgage,medical,NA,1
74431.12,717.0,0.228,32.0,0,full_time,own,home_improvement,NA,1
78116.86,693.0,0.174,20.0,0,unemployed,own,education,NA,1
54620.35,671.0,0.222,48.0,1,full_time,rent,auto,APAC,1
75071.73,716.0,0.182,25.0,2,full_time,rent,home_improvement,NA,1
75191.38,668.0,0.27,36.0,3,self_employed,rent,vacation,EU,1
55108.05,751.0,0.372,40.0,2,self_employed,rent,auto,NA,1
44790.17,579.0,0.334,42.0,0,full_time,mortgage,education,APAC,1
43685.69,652.0,0.557,46.0,1,part_time,own,education,LATAM,1
66557.1,833.0,0.055,44.0,1,self_employed,rent,home_improvement,NA,1
70886.18,646.0,0.376,43.0,0,part_time,own,auto,NA,1
50734.54,673.0,0.321,30.0,1,full_time,rent,auto,EU,1
65478.54,628.0,0.418,41.0,0,self_employed,mortgage,business,EU,1
75269.67,714.0,0.406,23.0,2,full_time,own,medical,NA,1
,638.0,0.3,54.0,0,full_time,own,education,EU,1
92933.84,677.0,0.341,24.0,2,full_time,mortgage,home_improvement,APAC,1
87985.65,749.0,0.231,35.0,0,full_time,mortgage,education,LATAM,1
46976.75,641.0,0.394,25.0,0,full_time,own,home_improvement,APAC,1
95304.55,745.0,0.095,31.0,1,full_time,own,debt_consolidation,EU,1
55442.42,748.0,0.413,38.0,0,full_time,mortgage,vacation,NA,1
83807.71,764.0,0.317,33.0,1,unemployed,rent,education,NA,1
66223.76,700.0,0.262,49.0,0,full_time,rent,auto,EU,1
57581.31,850.0,0.292,40.0,1,full_time,rent,medical,EU,1
32461.46,764.0,0.301,33.0,2,self_employed,mortgage,home_improvement,APAC,1
61911.84,713.0,0.476,37.0,2,full_time,mortgage,auto,NA,1
36931.1,629.0,0.708,50.0,2,part_time,own,medical,NA,1
82411.39,683.0,0.466,47.0,1,full_time,own,medical,NA,1
92302.27,790.0,0.252,27.0,3,part_time,own,home_improvement,NA,1
50655.6,810.0,0.396,31.0,0,full_time,rent,business,NA,1
70435.47,793.0,0.401,43.0,2,full_time,mortgage,home_improvement,NA,1
51942.95,745.0,0.209,42.0,0,part_time,own,education,NA,1
53687.27,602.0,0.169,27.0,1,full_time,mortgage,education,NA,1
78940.9,724.0,0.312,45.0,0,full_time,mortgage,auto,NA,1
64306.31,603.0,0.417,29.0,0,full_time,mortgage,medical,LATAM,1
96313.66,586.0,0.127,51.0,0,part_time,rent,education,APAC,1
56319.82,707.0,0.233,43.0,1,full_time,rent,education,NA,1
82988.05,727.0,0.389,27.0,1,,rent,business,APAC,1
66753.44,753.0,0.325,33.0,0,part_time,rent,business,NA,1
79324.0,725.0,0.49,33.0,1,full_time,own,education,LATAM,1
56951.16,727.0,0.151,40.0,0,self_employed,rent,business,EU,1
64107.94,621.0,0.602,36.0,1,self_employed,rent,auto,NA,1
62921.02,683.0,0.135,27.0,1,full_time,mortgage,medical,NA,1
49950.97,585.0,0.077,24.0,0,full_time,rent,home_improvement,LATAM,1
76917.47,550.0,0.313,43.0,0,full_time,rent,medical,LATAM,1
76704.48,742.0,0.184,41.0,1,self_employed,rent,medical,NA,1
75683.98,637.0,0.315,39.0,2,full_time,own,business,EU,1
92665.38,751.0,0.311,41.0,1,full_time,mortgage,education,EU,1
91088.21,768.0,0.297,32.0,1,self_employed,rent,auto,APAC,1
58251.0,647.0,0.219,40.0,1,part_time,rent,vacation,NA,1
71714.94,731.0,0.372,63.0,0,full_time,own,education,NA,1
53775.19,644.0,0.282,50.0,0,part_time,mortgage,auto,NA,1
65420.4,561.0,0.452,35.0,0,self_employed,own,auto,EU,1
54204.51,699.0,0.298,33.0,4,full_time,mortgage,auto,NA,1
,657.0,0.204,18.0,2,full_time,rent,home_improvement,APAC,1
71546.57,659.0,0.117,49.0,1,part_time,mortgage,home_improvement,LATAM,1
61075.48,828.0,0.299,46.0,1,,mortgage,vacation,NA,1
86485.13,583.0,0.168,33.0,3,unemployed,rent,business,APAC,1
25928.92,717.0,0.158,24.0,0,full_time,mortgage,auto,APAC,1
28746.15,620.0,0.383,26.0,1,part_time,rent,debt_consolidation,EU,0
79325.1,754.0,0.107,42.0,0,self_employed,own,debt_consolidation,NA,1
66088.43,711.0,0.489,37.0,1,full_time,own,education,NA,1
69508.03,717.0,0.339,45.0,0,full_time,rent,home_improvement,LATAM,1
41124.87,624.0,0.315,39.0,1,unemployed,mortgage,home_improvement,EU,1
64581.79,636.0,0.196,48.0,1,part_time,mortgage,education,EU,1
101063.17,755.0,0.412,42.0,0,full_time,mortgage,education,NA,1
79835.59,814.0,0.32,46.0,0,full_time,rent,business,NA,1
68054.72,724.0,0.238,18.0,0,full_time,own,vacation,NA,1
57097.03,627.0,0.344,26.0,0,,mortgage,debt_consolidation,EU,1
57897.69,714.0,0.118,34.0,2,full_time,own,business,APAC,1
26674.44,850.0,0.124,49.0,0,full_time,rent,business,NA,1
69637.53,697.0,0.186,57.0,1,full_time,mortgage,debt_consolidation,NA,1
80218.7,792.0,0.362,36.0,0,part_time,rent,education,NA,1
36638.85,638.0,0.32,32.0,0,unemployed,rent,medical,NA,0
53094.5,687.0,0.446,18.0,0,unemployed,rent,vacation,NA,1
44165.64,733.0,0.21,47.0,1,self_employed,mortgage,business,NA,1
47623.68,718.0,0.389,32.0,1,full_time,own,business,APAC,1
65962.67,636.0,0.306,68.0,0,full_time,rent,business,NA,1
27480.76,633.0,0.207,31.0,1,full_time,rent,home_improvement,APAC,1
76056.87,759.0,0.366,59.0,3,full_time,rent,home_improvement,LATAM,1
78569.39,773.0,0.312,45.0,0,self_employed,other,vacation,NA,1
60480.15,796.0,0.245,28.0,0,part_time,mortgage,education,APAC,1
20347.25,816.0,0.325,40.0,1,part_time,mortgage,home_improvement,NA,1
47064.46,699.0,0.304,46.0,0,full_time,rent,debt_consolidation,NA,1
87192.23,668.0,0.302,36.0,0,full_time,own,education,NA,1
15000.0,785.0,0.27,46.0,0,self_employed,rent,education,NA,1
58744.58,740.0,0.163,46.0,0,full_time,rent,home_improvement,EU,1
43759.99,621.0,0.329,44.0,0,full_time,mortgage,home_improvement,APAC,1
79482.27,618.0,0.224,38.0,2,part_time,mortgage,debt_consolidation,EU,1
52847.95,724.0,0.198,26.0,0,part_time,rent,home_improvement,EU,1
72271.17,678.0,0.291,37.0,0,full_time,rent,vacation,APAC,1
75178.29,688.0,0.408,40.0,0,full_time,own,auto,APAC,1
98052.07,765.0,0.342,19.0,1,self_employed,mortgage,business,APAC,1
61347.05,743.0,0.256,40.0,2,,rent,debt_consolidation,EU,1
71768.8,783.0,0.251,37.0,3,full_time,rent,education,NA,1
38269.0,555.0,0.396,25.0,1,self_employed,rent,debt_consolidation,EU,0
86427.44,708.0,0.032,35.0,0,full_time,mortgage,vacation,NA,1
51310.84,739.0,0.416,35.0,1,part_time,own,vacation,NA,1
54906.43,583.0,0.095,57.0,0,full_time,mortgage,debt_consolidation,APAC,1
,644.0,0.15,40.0,0,self_employed,rent,auto,LATAM,1
36868.08,631.0,0.258,48.0,0,self_employed,mortgage,home_improvement,LATAM,1
69117.86,692.0,0.58,37.0,0,full_time,mortgage,business,NA,1
82414.39,804.0,0.521,19.0,0,full_time,mortgage,business,NA,1
70272.81,832.0,0.405,45.0,1,self_employed,mortgage,auto,NA,1
36399.84,633.0,0.363,31.0,0,full_time,mortgage,auto,APAC,1
,727.0,0.097,35.0,2,part_time,rent,education,EU,1
78356.52,729.0,0.339,27.0,2,full_time,mortgage,business,APAC,1
31196.2,717.0,0.254,39.0,2,full_time,rent,business,LATAM,1
45654.21,718.0,0.222,49.0,0,part_time,mortgage,auto,NA,1
80777.78,711.0,0.339,47.0,2,full_time,rent,vacation,NA,1
69861.72,808.0,0.263,54.0,2,self_employed,own,home_improvement,APAC,1
72415.49,767.0,0.424,55.0,0,full_time,own,home_improvement,NA,1
98470.91,616.0,0.088,18.0,1,full_time,mortgage,debt_consolidation,EU,1
73433.95,746.0,0.329,26.0,0,full_time,other,business,NA,1
76841.98,752.0,0.215,20.0,1,full_time,rent,debt_consolidation,EU,1
113793.42,712.0,0.271,44.0,3,part_time,rent,medical,LATAM,1
61151.52,769.0,0.357,31.0,0,full_time,mortgage,home_improvement,NA,1
50638.11,703.0,0.186,33.0,1,full_time,mortgage,auto,NA,1
72700.34,704.0,0.34,36.0,1,unemployed,rent,auto,LATAM,1
72901.84,698.0,0.295,42.0,1,full_time,mortgage,education,NA,1
55519.12,549.0,0.241,23.0,0,full_time,rent,auto,APAC,1
46416.85,684.0,0.264,25.0,0,self_employed,rent,education,LATAM,1
106577.2,643.0,0.301,38.0,0,part_time,rent,business,NA,1
70883.18,607.0,0.228,50.0,0,full_time,own,education,NA,1
51818.86,790.0,0.321,38.0,0,unemployed,mortgage,education,NA,1
81486.75,725.0,0.287,30.0,3,full_time,own,home_improvement,NA,1
63035.39,688.0,0.247,18.0,0,full_time,other,home_improvement,NA,1
60448.13,650.0,0.511,48.0,1,full_time,rent,auto,NA,1
75120.91,711.0,0.37,31.0,2,unemployed,mortgage,auto,NA,1
41746.12,759.0,0.274,27.0,2,full_time,rent,education,APAC,1
71347.29,632.0,0.338,21.0,2,self_employed,own,home_improvement,NA,1
99433.19,690.0,0.197,24.0,3,full_time,own,medical,NA,1
,751.0,0.268,28.0,0,full_time,own,debt_consolidation,NA,1
58228.18,554.0,0.282,36.0,1,self_employed,rent,debt_consolidation,EU,0
